h3,total_exposure,exposure_bin
89283210623ffff,15,Moderate (10-19)
892814a5043ffff,15,Moderate (10-19)
8929a076c07ffff,15,Moderate (10-19)
8929a094d17ffff,15,Moderate (10-19)
8929a18d05bffff,15,Moderate (10-19)
89283641cb7ffff,15,Moderate (10-19)
89281472617ffff,15,Moderate (10-19)
892814a23dbffff,15,Moderate (10-19)
8928346d3d7ffff,15,Moderate (10-19)
8929a1b0e17ffff,15,Moderate (10-19)
89283610d53ffff,15,Moderate (10-19)
89298d96e6bffff,15,Moderate (10-19)
892814a23abffff,15,Moderate (10-19)
8928308158bffff,15,Moderate (10-19)
8929a066a1bffff,15,Moderate (10-19)
892832b260fffff,15,Moderate (10-19)
8928346d453ffff,15,Moderate (10-19)
8929a076063ffff,15,Moderate (10-19)
8929a094d13ffff,15,Moderate (10-19)
892832170abffff,15,Moderate (10-19)
8929ab85833ffff,15,Moderate (10-19)
8929a408057ffff,15,Moderate (10-19)
8929a094d43ffff,15,Moderate (10-19)
8929a066987ffff,15,Moderate (10-19)
89283210837ffff,15,Moderate (10-19)
8928347a3dbffff,15,Moderate (10-19)
8929a18a357ffff,15,Moderate (10-19)
892834d8947ffff,15,Moderate (10-19)
8929a470987ffff,15,Moderate (10-19)
8928347a467ffff,15,Moderate (10-19)
89283206ea7ffff,15,Moderate (10-19)
8929a0b9c97ffff,15,Moderate (10-19)
892832175d3ffff,15,Moderate (10-19)
8929a442437ffff,15,Moderate (10-19)
89283217597ffff,15,Moderate (10-19)
892832172cfffff,15,Moderate (10-19)
8929a066947ffff,15,Moderate (10-19)
8929a1b2e37ffff,15,Moderate (10-19)
89283369357ffff,15,Moderate (10-19)
89283604dd3ffff,15,Moderate (10-19)
8929a094d77ffff,15,Moderate (10-19)
8929a454ac7ffff,15,Moderate (10-19)
8929a0b6b07ffff,15,Moderate (10-19)
892832b206bffff,15,Moderate (10-19)
8929a18526fffff,15,Moderate (10-19)
8929a1b25cfffff,15,Moderate (10-19)
8928347137bffff,15,Moderate (10-19)
8929a18558bffff,15,Moderate (10-19)
8929a18a45bffff,15,Moderate (10-19)
8929a00a16fffff,15,Moderate (10-19)
8928347ad67ffff,15,Moderate (10-19)
8928320ea2fffff,15,Moderate (10-19)
8929136b25bffff,15,Moderate (10-19)
8929a474353ffff,15,Moderate (10-19)
8929126166fffff,15,Moderate (10-19)
892832c8c0bffff,15,Moderate (10-19)
892832c8c03ffff,15,Moderate (10-19)
89283466d17ffff,15,Moderate (10-19)
8929a561bcbffff,15,Moderate (10-19)
892832b0c0bffff,15,Moderate (10-19)
8929a4000c3ffff,15,Moderate (10-19)
892814b4297ffff,15,Moderate (10-19)
89283088053ffff,15,Moderate (10-19)
8928347ac8fffff,15,Moderate (10-19)
8929ac4d23bffff,15,Moderate (10-19)
8929a029b67ffff,15,Moderate (10-19)
892989b8ecbffff,15,Moderate (10-19)
8929ae2c373ffff,15,Moderate (10-19)
8929ab80487ffff,15,Moderate (10-19)
892830882b7ffff,15,Moderate (10-19)
8928308835bffff,15,Moderate (10-19)
8929a18561bffff,15,Moderate (10-19)
89281462bb7ffff,15,Moderate (10-19)
8929a18a46fffff,15,Moderate (10-19)
8928347ad6bffff,15,Moderate (10-19)
8929a0b3303ffff,15,Moderate (10-19)
89281466493ffff,15,Moderate (10-19)
89283088307ffff,15,Moderate (10-19)
8929ab88dabffff,15,Moderate (10-19)
8929ae2c523ffff,15,Moderate (10-19)
8929b5d52c3ffff,15,Moderate (10-19)
8929a408abbffff,15,Moderate (10-19)
892832c8c53ffff,15,Moderate (10-19)
8929a001a83ffff,15,Moderate (10-19)
8929a185597ffff,15,Moderate (10-19)
892830262afffff,15,Moderate (10-19)
8929a096627ffff,15,Moderate (10-19)
89283088217ffff,15,Moderate (10-19)
8928320eb83ffff,15,Moderate (10-19)
8928320eb8fffff,15,Moderate (10-19)
892832b138bffff,15,Moderate (10-19)
892814af627ffff,15,Moderate (10-19)
89283469ad7ffff,15,Moderate (10-19)
89283026813ffff,15,Moderate (10-19)
8929a015587ffff,15,Moderate (10-19)
8929a5683a3ffff,15,Moderate (10-19)
8929a400173ffff,15,Moderate (10-19)
892989b8bc7ffff,15,Moderate (10-19)
8929a568343ffff,15,Moderate (10-19)
8929a076cafffff,15,Moderate (10-19)
89283469c2fffff,15,Moderate (10-19)
8929a282ba7ffff,15,Moderate (10-19)
8929b5d6a3bffff,15,Moderate (10-19)
8929a015573ffff,15,Moderate (10-19)
89283469d0bffff,15,Moderate (10-19)
8928308585bffff,15,Moderate (10-19)
8929a194c77ffff,15,Moderate (10-19)
8929a076c87ffff,15,Moderate (10-19)
8929a442097ffff,15,Moderate (10-19)
8929a185347ffff,15,Moderate (10-19)
8928320ed67ffff,15,Moderate (10-19)
8928320ed53ffff,15,Moderate (10-19)
8928320eb9bffff,15,Moderate (10-19)
8929a195387ffff,15,Moderate (10-19)
892830264a3ffff,15,Moderate (10-19)
8928308745bffff,15,Moderate (10-19)
8929a561c07ffff,15,Moderate (10-19)
89291264a4fffff,15,Moderate (10-19)
89291264a6bffff,15,Moderate (10-19)
8929a851a97ffff,15,Moderate (10-19)
8928361209bffff,15,Moderate (10-19)
8929a006a63ffff,15,Moderate (10-19)
8929a096353ffff,15,Moderate (10-19)
8929a02f253ffff,15,Moderate (10-19)
892832b0e8fffff,15,Moderate (10-19)
8929a014a97ffff,15,Moderate (10-19)
8928364deb7ffff,15,Moderate (10-19)
8928320ed17ffff,15,Moderate (10-19)
89283611d37ffff,15,Moderate (10-19)
8928363aca3ffff,15,Moderate (10-19)
8929a0b326bffff,15,Moderate (10-19)
89291a6f3c7ffff,15,Moderate (10-19)
892989b8a93ffff,15,Moderate (10-19)
89283610b73ffff,15,Moderate (10-19)
8928346d6bbffff,15,Moderate (10-19)
8929a5628d7ffff,15,Moderate (10-19)
8929a015437ffff,15,Moderate (10-19)
8928302e3d7ffff,15,Moderate (10-19)
892989b892bffff,15,Moderate (10-19)
8929a010837ffff,15,Moderate (10-19)
8929a194d1bffff,15,Moderate (10-19)
892832b61c3ffff,15,Moderate (10-19)
8929a444527ffff,15,Moderate (10-19)
8929a18a25bffff,15,Moderate (10-19)
8929126988bffff,15,Moderate (10-19)
89280235cd3ffff,15,Moderate (10-19)
8929a454867ffff,15,Moderate (10-19)
89291369147ffff,15,Moderate (10-19)
892814a04bbffff,15,Moderate (10-19)
8929a63ae7bffff,15,Moderate (10-19)
892912698b7ffff,15,Moderate (10-19)
892834d2a9bffff,15,Moderate (10-19)
8929a63aed3ffff,15,Moderate (10-19)
89298da1d43ffff,15,Moderate (10-19)
8929136915bffff,15,Moderate (10-19)
8929a0705bbffff,15,Moderate (10-19)
892834774a7ffff,15,Moderate (10-19)
8929a094997ffff,15,Moderate (10-19)
8929a0ad0bbffff,15,Moderate (10-19)
89298499933ffff,15,Moderate (10-19)
8929a44426fffff,15,Moderate (10-19)
8928302ad53ffff,15,Moderate (10-19)
8929ae2588fffff,15,Moderate (10-19)
8929a44430fffff,15,Moderate (10-19)
8929a63aa4fffff,15,Moderate (10-19)
8929a066c0bffff,15,Moderate (10-19)
892834774b3ffff,15,Moderate (10-19)
8929a02de3bffff,15,Moderate (10-19)
89283470457ffff,15,Moderate (10-19)
8929a05610fffff,15,Moderate (10-19)
8929a63aa87ffff,15,Moderate (10-19)
8929a0b25b7ffff,15,Moderate (10-19)
8929a470d1bffff,15,Moderate (10-19)
8929a066c2bffff,15,Moderate (10-19)
8928347050bffff,15,Moderate (10-19)
89298930bc7ffff,15,Moderate (10-19)
8929a00a847ffff,15,Moderate (10-19)
892834709dbffff,15,Moderate (10-19)
892832b3063ffff,15,Moderate (10-19)
8929a0d505bffff,15,Moderate (10-19)
8929a472a07ffff,15,Moderate (10-19)
8929ad06e23ffff,15,Moderate (10-19)
8929a6ac827ffff,15,Moderate (10-19)
8929a1b018bffff,15,Moderate (10-19)
892832b6c8bffff,15,Moderate (10-19)
8929a0945c7ffff,15,Moderate (10-19)
89283471237ffff,15,Moderate (10-19)
8928110f52bffff,15,Moderate (10-19)
89283031c6bffff,15,Moderate (10-19)
892836443a7ffff,15,Moderate (10-19)
8929a6ae8abffff,15,Moderate (10-19)
8929ac77397ffff,15,Moderate (10-19)
8929a1ba5d3ffff,15,Moderate (10-19)
8928157669bffff,15,Moderate (10-19)
8929a05710bffff,15,Moderate (10-19)
8928321664bffff,15,Moderate (10-19)
8929a02d8cbffff,15,Moderate (10-19)
8928334b1bbffff,15,Moderate (10-19)
892832b6c23ffff,15,Moderate (10-19)
8929a6a76cfffff,15,Moderate (10-19)
8928306b2cfffff,15,Moderate (10-19)
8929a066cb7ffff,15,Moderate (10-19)
8929a845577ffff,15,Moderate (10-19)
8929a017087ffff,15,Moderate (10-19)
89281576a07ffff,15,Moderate (10-19)
8929136906bffff,15,Moderate (10-19)
892815768d3ffff,15,Moderate (10-19)
8929ac6b36fffff,15,Moderate (10-19)
89283610007ffff,15,Moderate (10-19)
8929a0aced3ffff,15,Moderate (10-19)
892802356a3ffff,15,Moderate (10-19)
89283644397ffff,15,Moderate (10-19)
892989ab43bffff,15,Moderate (10-19)
892814a0333ffff,15,Moderate (10-19)
8929a18f373ffff,15,Moderate (10-19)
892814a0323ffff,15,Moderate (10-19)
8929a6a7653ffff,15,Moderate (10-19)
8929a1ba47bffff,15,Moderate (10-19)
8929a155a87ffff,15,Moderate (10-19)
8929a472a5bffff,15,Moderate (10-19)
8929a18126fffff,15,Moderate (10-19)
8929a066bcbffff,15,Moderate (10-19)
8929a63a3a3ffff,15,Moderate (10-19)
8929ab8437bffff,15,Moderate (10-19)
8929a066ab3ffff,15,Moderate (10-19)
8929a01706bffff,15,Moderate (10-19)
89283216e63ffff,15,Moderate (10-19)
892830792c7ffff,15,Moderate (10-19)
8929a8470a3ffff,15,Moderate (10-19)
8929a18a2d3ffff,15,Moderate (10-19)
8929a1c06b7ffff,15,Moderate (10-19)
8929a1c06b3ffff,15,Moderate (10-19)
89281111003ffff,15,Moderate (10-19)
8928364407bffff,15,Moderate (10-19)
89283079067ffff,15,Moderate (10-19)
892814a1987ffff,15,Moderate (10-19)
8929a189103ffff,15,Moderate (10-19)
8929a4734b7ffff,15,Moderate (10-19)
8929a8461abffff,15,Moderate (10-19)
8929a4734afffff,15,Moderate (10-19)
8929a403553ffff,15,Moderate (10-19)
89485b6049bffff,15,Moderate (10-19)
8928364d457ffff,15,Moderate (10-19)
8929a473523ffff,15,Moderate (10-19)
8928321144bffff,15,Moderate (10-19)
89291369563ffff,15,Moderate (10-19)
8929a054c83ffff,15,Moderate (10-19)
8929a47355bffff,15,Moderate (10-19)
8929a029e43ffff,15,Moderate (10-19)
89281472ac3ffff,15,Moderate (10-19)
89291265983ffff,15,Moderate (10-19)
892830274abffff,15,Moderate (10-19)
8929a142033ffff,15,Moderate (10-19)
8929a848d43ffff,15,Moderate (10-19)
8929a02e67bffff,15,Moderate (10-19)
8928346e473ffff,15,Moderate (10-19)
8929a184847ffff,15,Moderate (10-19)
8929a4002afffff,15,Moderate (10-19)
89283610a97ffff,15,Moderate (10-19)
892814a1d87ffff,15,Moderate (10-19)
89283610a93ffff,15,Moderate (10-19)
8928307a92fffff,15,Moderate (10-19)
8929a0b602fffff,15,Moderate (10-19)
8928346e393ffff,15,Moderate (10-19)
8929a44401bffff,15,Moderate (10-19)
8929ae25957ffff,15,Moderate (10-19)
8929a066b17ffff,15,Moderate (10-19)
892832b49cbffff,15,Moderate (10-19)
89281576cd7ffff,15,Moderate (10-19)
8928347751bffff,15,Moderate (10-19)
8929a0b6a47ffff,15,Moderate (10-19)
89283477517ffff,15,Moderate (10-19)
892836060c3ffff,15,Moderate (10-19)
8929a56289bffff,15,Moderate (10-19)
8929ae258bbffff,15,Moderate (10-19)
8929a142073ffff,15,Moderate (10-19)
89485ba0c77ffff,15,Moderate (10-19)
8929a845e17ffff,15,Moderate (10-19)
89283470227ffff,15,Moderate (10-19)
8929a07236bffff,15,Moderate (10-19)
89283211447ffff,15,Moderate (10-19)
89281574127ffff,15,Moderate (10-19)
89283470257ffff,15,Moderate (10-19)
8929a4731c3ffff,15,Moderate (10-19)
8929a0949d7ffff,15,Moderate (10-19)
8929a63a38fffff,15,Moderate (10-19)
8929a00b343ffff,15,Moderate (10-19)
89283073057ffff,15,Moderate (10-19)
8929a567467ffff,15,Moderate (10-19)
89280237147ffff,15,Moderate (10-19)
892989aa597ffff,15,Moderate (10-19)
8929a4034abffff,15,Moderate (10-19)
8929ac68a7bffff,15,Moderate (10-19)
8929a5676c3ffff,15,Moderate (10-19)
8929a066b4bffff,15,Moderate (10-19)
892989b8a4bffff,15,Moderate (10-19)
8928346eb8fffff,15,Moderate (10-19)
892989b8a43ffff,15,Moderate (10-19)
8929a845ddbffff,15,Moderate (10-19)
8929a18c32fffff,15,Moderate (10-19)
8929a1ba2bbffff,15,Moderate (10-19)
8929ad06e67ffff,15,Moderate (10-19)
8929a1b2d53ffff,15,Moderate (10-19)
8929a56750bffff,15,Moderate (10-19)
8928361081bffff,15,Moderate (10-19)
8929a639d4bffff,15,Moderate (10-19)
8928346ec13ffff,15,Moderate (10-19)
89283226323ffff,15,Moderate (10-19)
8929a1d859bffff,15,Moderate (10-19)
8929a1c6aafffff,15,Moderate (10-19)
8929a0aecabffff,15,Moderate (10-19)
8929a0083bbffff,15,Moderate (10-19)
8929a114e63ffff,15,Moderate (10-19)
8929a114e4fffff,15,Moderate (10-19)
892830c6a73ffff,15,Moderate (10-19)
8929a9669c7ffff,15,Moderate (10-19)
8929a392417ffff,15,Moderate (10-19)
8929a56e68bffff,15,Moderate (10-19)
89283004d6fffff,15,Moderate (10-19)
8929a4568c3ffff,15,Moderate (10-19)
8929a54b563ffff,15,Moderate (10-19)
8929a4c5a47ffff,15,Moderate (10-19)
8929a45686fffff,15,Moderate (10-19)
892806244afffff,15,Moderate (10-19)
8929a3a4c5bffff,15,Moderate (10-19)
8929a0049dbffff,15,Moderate (10-19)
892830c698fffff,15,Moderate (10-19)
8928150c97bffff,15,Moderate (10-19)
8929a0a4e27ffff,15,Moderate (10-19)
892811c5e6bffff,15,Moderate (10-19)
8929a56e8b7ffff,15,Moderate (10-19)
892830c684fffff,15,Moderate (10-19)
8929a00f0d3ffff,15,Moderate (10-19)
8929a00f05bffff,15,Moderate (10-19)
892833c76b7ffff,15,Moderate (10-19)
8929a965613ffff,15,Moderate (10-19)
8929a1118dbffff,15,Moderate (10-19)
8929a56e8d3ffff,15,Moderate (10-19)
8929a3a48afffff,15,Moderate (10-19)
8928341ac0bffff,15,Moderate (10-19)
8929a064d33ffff,15,Moderate (10-19)
8929a064d4bffff,15,Moderate (10-19)
8929a462867ffff,15,Moderate (10-19)
8929a18e6d3ffff,15,Moderate (10-19)
8928341ac23ffff,15,Moderate (10-19)
892836c00d3ffff,15,Moderate (10-19)
8928315158fffff,15,Moderate (10-19)
8929a32c167ffff,15,Moderate (10-19)
89298cb15a3ffff,15,Moderate (10-19)
8928341ac57ffff,15,Moderate (10-19)
8929a00e467ffff,15,Moderate (10-19)
8929ae985cbffff,15,Moderate (10-19)
8929a006283ffff,15,Moderate (10-19)
8929a87928fffff,15,Moderate (10-19)
8929a40f43bffff,15,Moderate (10-19)
8929a3a4e53ffff,15,Moderate (10-19)
8929a4c5347ffff,15,Moderate (10-19)
8929a40f46fffff,15,Moderate (10-19)
8928150c8c7ffff,15,Moderate (10-19)
8929a9691c3ffff,15,Moderate (10-19)
8929a4c502bffff,15,Moderate (10-19)
8929a19813bffff,15,Moderate (10-19)
892831688d7ffff,15,Moderate (10-19)
8929a9691d3ffff,15,Moderate (10-19)
8929a3a4e4fffff,15,Moderate (10-19)
8929a012217ffff,15,Moderate (10-19)
8928341b68bffff,15,Moderate (10-19)
8929a96a517ffff,15,Moderate (10-19)
892833b80b3ffff,15,Moderate (10-19)
8929a41a337ffff,15,Moderate (10-19)
8928150c833ffff,15,Moderate (10-19)
892834dac8bffff,15,Moderate (10-19)
89283168d37ffff,15,Moderate (10-19)
892830c63c3ffff,15,Moderate (10-19)
8929a4c53cfffff,15,Moderate (10-19)
8929a0c522fffff,15,Moderate (10-19)
8929a9672abffff,15,Moderate (10-19)
89283159a63ffff,15,Moderate (10-19)
8929adc4307ffff,15,Moderate (10-19)
8929add2bd7ffff,15,Moderate (10-19)
8929a967213ffff,15,Moderate (10-19)
8929a87228bffff,15,Moderate (10-19)
892830c6607ffff,15,Moderate (10-19)
892833c1967ffff,15,Moderate (10-19)
8929a008403ffff,15,Moderate (10-19)
8929a1b3597ffff,15,Moderate (10-19)
8929a96760fffff,15,Moderate (10-19)
8929a4c5863ffff,15,Moderate (10-19)
8929a0896b3ffff,15,Moderate (10-19)
8929a456853ffff,15,Moderate (10-19)
8929a0896bbffff,15,Moderate (10-19)
8929a871a07ffff,15,Moderate (10-19)
8929a3a4e2fffff,15,Moderate (10-19)
8929a54b5d7ffff,15,Moderate (10-19)
8929a9672cbffff,15,Moderate (10-19)
892830c6e9bffff,15,Moderate (10-19)
89283277677ffff,15,Moderate (10-19)
8929a1c6cabffff,15,Moderate (10-19)
8929a61a9d7ffff,15,Moderate (10-19)
8929a4621d3ffff,15,Moderate (10-19)
8928062ab9bffff,15,Moderate (10-19)
8929ab9a0d7ffff,15,Moderate (10-19)
8928341a26bffff,15,Moderate (10-19)
8929a08950bffff,15,Moderate (10-19)
892832d760bffff,15,Moderate (10-19)
8928362343bffff,15,Moderate (10-19)
8929a0a157bffff,15,Moderate (10-19)
8929a4c9cabffff,15,Moderate (10-19)
8928150ce27ffff,15,Moderate (10-19)
892833c9c4bffff,15,Moderate (10-19)
892830c8657ffff,15,Moderate (10-19)
8928314b163ffff,15,Moderate (10-19)
8928300306fffff,15,Moderate (10-19)
8929a4c9c33ffff,15,Moderate (10-19)
8929aeb259bffff,15,Moderate (10-19)
8928341a343ffff,15,Moderate (10-19)
8929a0a49cbffff,15,Moderate (10-19)
8928314b0bbffff,15,Moderate (10-19)
89283002c73ffff,15,Moderate (10-19)
8929a0a49d3ffff,15,Moderate (10-19)
8929a60ed97ffff,15,Moderate (10-19)
8929a39264bffff,15,Moderate (10-19)
892830ca027ffff,15,Moderate (10-19)
892836ae2d7ffff,15,Moderate (10-19)
8929a0640b3ffff,15,Moderate (10-19)
8929a086d67ffff,15,Moderate (10-19)
8929add294fffff,15,Moderate (10-19)
8929a960933ffff,15,Moderate (10-19)
8928300288bffff,15,Moderate (10-19)
8929a4620d7ffff,15,Moderate (10-19)
8929a199393ffff,15,Moderate (10-19)
8929a411b77ffff,15,Moderate (10-19)
89298db51c7ffff,15,Moderate (10-19)
89283149007ffff,15,Moderate (10-19)
8928152420bffff,15,Moderate (10-19)
8928366ae67ffff,15,Moderate (10-19)
892834ccec7ffff,15,Moderate (10-19)
8929a61133bffff,15,Moderate (10-19)
8929a4cca1bffff,15,Moderate (10-19)
8929a012e13ffff,15,Moderate (10-19)
89298db243bffff,15,Moderate (10-19)
892806d4b63ffff,15,Moderate (10-19)
892833c90c7ffff,15,Moderate (10-19)
8929a0895b3ffff,15,Moderate (10-19)
892833c9307ffff,15,Moderate (10-19)
892830c762fffff,15,Moderate (10-19)
8929a4c5ec3ffff,15,Moderate (10-19)
8929a198e4bffff,15,Moderate (10-19)
892833c916bffff,15,Moderate (10-19)
8929ab9a17bffff,15,Moderate (10-19)
892836af2a3ffff,15,Moderate (10-19)
8929a1b20d7ffff,15,Moderate (10-19)
8929a4569cfffff,15,Moderate (10-19)
892831510b7ffff,15,Moderate (10-19)
8929a620143ffff,15,Moderate (10-19)
8928341a893ffff,15,Moderate (10-19)
8929a064043ffff,15,Moderate (10-19)
892836af517ffff,15,Moderate (10-19)
8929ab9a19bffff,15,Moderate (10-19)
892832773c3ffff,15,Moderate (10-19)
8929a56e927ffff,15,Moderate (10-19)
8929a0a11d7ffff,15,Moderate (10-19)
8929a194103ffff,15,Moderate (10-19)
89283003137ffff,15,Moderate (10-19)
8929a032d83ffff,15,Moderate (10-19)
8928341a357ffff,15,Moderate (10-19)
89298db240fffff,15,Moderate (10-19)
8928341a3d7ffff,15,Moderate (10-19)
8928150cc2bffff,15,Moderate (10-19)
8929a462453ffff,15,Moderate (10-19)
8928362f587ffff,15,Moderate (10-19)
8929a1c73afffff,15,Moderate (10-19)
89298db532fffff,15,Moderate (10-19)
89283276adbffff,15,Moderate (10-19)
89283276e57ffff,15,Moderate (10-19)
892830c8363ffff,15,Moderate (10-19)
892811c4d07ffff,15,Moderate (10-19)
8929a0a1523ffff,15,Moderate (10-19)
8929a0b03c3ffff,15,Moderate (10-19)
89291a6d973ffff,15,Moderate (10-19)
892836232b3ffff,15,Moderate (10-19)
89283276e53ffff,15,Moderate (10-19)
8929a6200d7ffff,15,Moderate (10-19)
8929a4c4a27ffff,15,Moderate (10-19)
89281524c67ffff,15,Moderate (10-19)
89281135677ffff,15,Moderate (10-19)
892989925afffff,15,Moderate (10-19)
89298db921bffff,15,Moderate (10-19)
8929a54ccdbffff,15,Moderate (10-19)
89298d46a93ffff,15,Moderate (10-19)
8928342b21bffff,15,Moderate (10-19)
8929a46434fffff,15,Moderate (10-19)
8929a089b23ffff,15,Moderate (10-19)
8929a00e053ffff,15,Moderate (10-19)
8929a0084bbffff,15,Moderate (10-19)
8929ab95ea3ffff,15,Moderate (10-19)
892832861abffff,15,Moderate (10-19)
8929a0325cfffff,15,Moderate (10-19)
8928342b2afffff,15,Moderate (10-19)
8929a54d0b3ffff,15,Moderate (10-19)
8929a464357ffff,15,Moderate (10-19)
8929a0c4e93ffff,15,Moderate (10-19)
8928342b39bffff,15,Moderate (10-19)
8929ad4631bffff,15,Moderate (10-19)
892830babcfffff,15,Moderate (10-19)
8929ad46863ffff,15,Moderate (10-19)
892831c8357ffff,15,Moderate (10-19)
892830baacbffff,15,Moderate (10-19)
892830bb523ffff,15,Moderate (10-19)
8929a1d628bffff,15,Moderate (10-19)
892830bb5abffff,15,Moderate (10-19)
8928342a903ffff,15,Moderate (10-19)
8929a086673ffff,15,Moderate (10-19)
8929a006223ffff,15,Moderate (10-19)
892834da46fffff,15,Moderate (10-19)
892831c310fffff,15,Moderate (10-19)
8929aeb334bffff,15,Moderate (10-19)
8929ab9a3c3ffff,15,Moderate (10-19)
8928366583bffff,15,Moderate (10-19)
8929ad4688fffff,15,Moderate (10-19)
8929a41a8d7ffff,15,Moderate (10-19)
892830081c7ffff,15,Moderate (10-19)
8929a620a23ffff,15,Moderate (10-19)
8929a40e6c7ffff,15,Moderate (10-19)
8929a1b152bffff,15,Moderate (10-19)
8929a0a599bffff,15,Moderate (10-19)
8929a56db77ffff,15,Moderate (10-19)
89283286477ffff,15,Moderate (10-19)
8929ad461cfffff,15,Moderate (10-19)
892830c0983ffff,15,Moderate (10-19)
892833b2c2fffff,15,Moderate (10-19)
8929a54d233ffff,15,Moderate (10-19)
8929ae86db7ffff,15,Moderate (10-19)
8928342c0c7ffff,15,Moderate (10-19)
89298da2dd3ffff,15,Moderate (10-19)
8928100c573ffff,15,Moderate (10-19)
89283662eb3ffff,15,Moderate (10-19)
8929a54d247ffff,15,Moderate (10-19)
8929a144a0fffff,15,Moderate (10-19)
89281505e7bffff,15,Moderate (10-19)
892812a7043ffff,15,Moderate (10-19)
8929ae86d37ffff,15,Moderate (10-19)
8929ad1b6c7ffff,15,Moderate (10-19)
8929a184267ffff,15,Moderate (10-19)
8929ab9aacbffff,15,Moderate (10-19)
8929a0134d3ffff,15,Moderate (10-19)
8929ad1b65bffff,15,Moderate (10-19)
8929a1119a7ffff,15,Moderate (10-19)
8929a1d7567ffff,15,Moderate (10-19)
8929a620c2fffff,15,Moderate (10-19)
8929a4643dbffff,15,Moderate (10-19)
8928334824bffff,15,Moderate (10-19)
8929a0c8043ffff,15,Moderate (10-19)
892832d1e73ffff,15,Moderate (10-19)
89283008393ffff,15,Moderate (10-19)
892831c867bffff,15,Moderate (10-19)
892830083c3ffff,15,Moderate (10-19)
892815d6a9bffff,15,Moderate (10-19)
89291a69bb7ffff,15,Moderate (10-19)
8929ad46157ffff,15,Moderate (10-19)
8929ad46153ffff,15,Moderate (10-19)
8928363183bffff,15,Moderate (10-19)
8928150a587ffff,15,Moderate (10-19)
8929a08649bffff,15,Moderate (10-19)
8928150a5c3ffff,15,Moderate (10-19)
892831c8967ffff,15,Moderate (10-19)
892833b2dc7ffff,15,Moderate (10-19)
89298db964fffff,15,Moderate (10-19)
8928150a5bbffff,15,Moderate (10-19)
8929a40e067ffff,15,Moderate (10-19)
89291a69b8fffff,15,Moderate (10-19)
8929a060d27ffff,15,Moderate (10-19)
8929a0c6dabffff,15,Moderate (10-19)
8929a975053ffff,15,Moderate (10-19)
89281138b17ffff,15,Moderate (10-19)
892830c4dd7ffff,15,Moderate (10-19)
89283428a2fffff,15,Moderate (10-19)
8929a1c6c6bffff,15,Moderate (10-19)
8929a0a527bffff,15,Moderate (10-19)
8929a1c6bdbffff,15,Moderate (10-19)
89291a6b3b7ffff,15,Moderate (10-19)
89281138b8bffff,15,Moderate (10-19)
8928362232bffff,15,Moderate (10-19)
8929a3a5ca7ffff,15,Moderate (10-19)
8929ae981cbffff,15,Moderate (10-19)
892830c4d47ffff,15,Moderate (10-19)
8929a0a52c7ffff,15,Moderate (10-19)
8929a0a52d7ffff,15,Moderate (10-19)
892830c4987ffff,15,Moderate (10-19)
892830c4913ffff,15,Moderate (10-19)
89291a6b327ffff,15,Moderate (10-19)
8928060224fffff,15,Moderate (10-19)
8929a013287ffff,15,Moderate (10-19)
8929a40f37bffff,15,Moderate (10-19)
8929a0a5247ffff,15,Moderate (10-19)
8929a118b37ffff,15,Moderate (10-19)
8929a0a51dbffff,15,Moderate (10-19)
8929a198137ffff,15,Moderate (10-19)
8929a56e16fffff,15,Moderate (10-19)
8929a004a13ffff,15,Moderate (10-19)
8929a9788d7ffff,15,Moderate (10-19)
892830c538fffff,15,Moderate (10-19)
89283428247ffff,15,Moderate (10-19)
